left_dataset,right_dataset,confidence_score
55294,60733,0.81
55294,61988,0.84
55294,65436,0.81
55294,71280,0.81
55294,76672,0.81
55294,78636,0.81
55294,79371,0.81
55294,82449,0.81
55294,83117,0.81
55294,88260,0.81
55294,93705,0.81
55488,27667,0.81
55488,58443,0.89
55488,61988,0.81
55750,753,0.81
55750,1527,0.81
55750,12966,0.81
55750,19904,0.81
55750,24204,0.81
55750,27240,0.81
55750,27667,0.81
55750,31361,0.83
55750,40682,0.81
55750,45192,0.81
55750,47107,0.81
55750,51774,0.81
55750,58349,0.81
55750,58443,0.85
55750,60733,0.81
55750,61988,0.84
55750,65436,0.81
55750,71280,0.81
55750,76672,0.81
55750,78636,0.81
55750,79371,0.81
55750,82449,0.81
55750,83117,0.81
55750,88260,0.81
55750,93705,0.81
55996,79292,0.93
56279,29878,0.8
56279,68748,0.86
56279,91503,1.0
58112,12096,0.87
58796,33658,0.85
58797,33658,0.85
64429,27667,0.81
64429,58443,0.89
64429,61988,0.81
64429,79110,0.84
64972,29176,1.0
64979,29176,0.93
65635,27667,0.81
65635,58443,0.89
65635,61988,0.81
65635,78636,0.9
65706,27667,0.81
65706,58443,0.89
65706,61988,0.81
66850,25326,0.93
66851,25326,1.0
66999,27667,0.81
66999,45192,0.84
66999,58443,0.89
66999,61988,0.81
66999,71280,1.0
67001,27667,0.81
67001,45192,0.84
67001,58443,0.89
67001,61988,0.81
67001,71280,1.0
67050,36575,0.92
67052,36575,0.89
67106,66868,0.86
67109,66868,1.0
67407,27667,0.81
67407,58443,0.89
67407,61988,0.81
68715,27667,0.81
68715,58443,0.85
68715,61988,0.81
68946,12143,1.0
68979,66086,0.93
70879,27667,0.81
70879,58443,0.89
70879,61988,0.81
71376,27667,0.81
71376,58443,0.85
71376,61988,0.81
71396,27667,0.81
71396,58443,0.85
71396,61988,0.81
71548,63734,1.0
74031,88950,0.95
74032,88950,0.93
74750,45439,1.0
74906,179,1.0
75683,63734,1.0
76884,45439,1.0
77517,27667,0.81
77517,58443,0.83
77585,76103,1.0
78174,31049,1.0
78314,58443,0.83
78314,61988,0.81
78508,27667,0.81
78508,58443,0.83
78565,27667,0.81
78565,58443,0.89
78565,61988,0.81
79250,44494,1.0
79369,37489,1.0
79608,44494,1.0
79837,15423,0.88
81960,37489,1.0
83077,27667,0.81
83077,51774,1.0
83077,58443,0.89
83077,61988,0.81
83077,78636,0.8
83173,6495,0.88
84734,24054,1.0
85091,27667,0.81
85091,58443,0.83
85343,27667,0.81
85343,58443,0.89
85343,60733,1.0
85343,61988,0.81
85897,3043,1.0
85971,63867,0.8
86750,1527,1.0
86750,27667,0.81
86750,58443,0.89
86750,61988,0.81
55368,58648,1.0
55956,20193,0.98
58974,79888,1.0
59606,1465,0.92
64200,38908,1.0
66668,29037,1.0
68061,30554,0.94
68253,72214,0.85
68254,72214,0.85
70780,54108,0.85
72348,54108,0.85
72737,56436,0.92
75121,56436,0.97
75844,29546,1.0
76183,52882,0.8
77303,28760,1.0
77328,34109,0.87
79639,54703,0.91
79648,54703,0.91
80382,48122,1.0
80907,65236,1.0
82550,27652,1.0
82554,27652,0.88
82880,42659,1.0
83102,64371,0.88
83121,64371,0.88
83154,65911,0.94
83859,52882,0.8
84196,27790,1.0
84319,86093,1.0
84399,26610,0.8
84468,67747,1.0
84979,15749,1.0
85522,93473,1.0
85624,67747,1.0
85658,15174,1.0
85890,93473,1.0
86506,34109,0.87
86506,49773,0.83
396,49216,1.0
433,84049,0.85
999,66840,1.0
1034,45880,1.0
2079,76178,0.87
2287,23300,1.0
2386,74387,1.0
2543,38640,1.0
3512,58980,0.88
3587,66840,0.88
3919,78265,1.0
4642,15574,0.82
4992,15574,0.82
5545,33706,0.82
5692,67927,1.0
7628,65338,1.0
7708,55634,1.0
8629,83331,1.0
8968,56956,1.0
8984,33706,0.82
9340,67798,1.0
9391,88111,1.0
9466,28985,1.0
10119,70937,1.0
12256,34355,0.81
12452,51382,0.86
14217,68051,0.88
14426,81236,0.85
14860,11293,0.94
14933,70893,0.9
14976,79561,1.0
15546,23578,0.85
15546,41628,0.88
16954,31987,0.83
17222,69489,0.83
17375,7082,0.8
17382,7082,0.8
18391,42657,1.0
19038,45758,1.0
19064,72488,1.0
19267,37371,0.88
19475,29319,1.0
22016,43893,0.89
23210,11202,1.0
25212,4711,0.87
25234,46887,1.0
26259,63173,0.88
27594,50332,0.91
44645,58231,0.8
46208,27417,1.0
48855,58231,0.8
50501,58231,0.8
51706,17241,1.0
51720,58231,0.8
31250,36254,1.0
33935,16716,1.0
35381,4384,1.0
35663,78393,1.0
35995,36015,0.86
87037,7860,1.0
87149,36401,1.0
87257,34069,1.0
87407,69443,0.92
87412,36401,1.0
87415,4617,0.89
87427,66845,0.92
87564,42904,1.0
87565,90215,0.93
87702,18450,1.0
87717,46151,1.0
87718,46151,1.0
87729,21944,0.89
87730,21944,0.89
87843,205,0.86
87903,9569,1.0
87973,9569,1.0
88211,18797,1.0
88218,9030,0.87
88242,60809,0.85
88379,60809,0.89
88379,64123,0.8
88619,22687,1.0
88621,10518,0.84
88749,67699,0.84
88805,74172,1.0
88835,78900,1.0
88858,28731,0.89
88858,64123,0.8
89022,42904,1.0
89176,55210,1.0
89230,85165,1.0
89302,33383,0.85
89309,21133,1.0
89490,90702,1.0
89550,28731,0.89
89550,64123,0.8
89608,75475,1.0
89894,29093,0.89
90213,82917,0.86
90616,68279,1.0
90786,64123,0.8
90837,91344,0.94
91025,90702,1.0
91103,19530,0.86
91104,19530,0.86
91264,36842,1.0
91526,17363,1.0
91615,46521,0.85
91801,7256,1.0
91804,17363,1.0
91860,56510,0.88
91870,93810,1.0
91891,89896,0.82
91994,61819,1.0
92045,7212,0.85
92278,52012,0.91
92342,28983,0.81
92521,55010,1.0
92838,8709,1.0
92862,59311,1.0
92919,3947,0.81
93175,36842,0.91
93379,64729,1.0
93418,8709,0.92
93852,41971,1.0
93895,41971,0.94
94062,2623,0.98
94303,74642,1.0
94304,74642,1.0
94318,14605,0.83
94364,1578,1.0
94472,53221,1.0
94666,20386,0.83
94685,64729,0.85
94686,16337,1.0
94780,42933,0.87
94986,31619,0.91
95045,20152,0.94
95186,66641,0.81
95270,20152,0.94
95407,1578,1.0
95575,7585,0.87
95673,31123,1.0
95820,5281,1.0
96199,59194,0.87
96495,332,1.0
96497,332,1.0
96507,34962,0.95
96528,67703,1.0
96546,79554,1.0
96692,34962,1.0
96715,6187,0.82
96929,27719,1.0
96953,38161,0.88
97308,67703,0.9
97494,9370,0.97
97742,81068,1.0
97846,47023,0.86
97851,81956,0.83
97903,38161,0.88
97943,645,0.92
38987,36082,1.0
39037,27776,0.88
39439,36082,0.86
39513,57698,1.0
39858,60271,1.0
39860,60271,0.96
40062,76725,1.0
40092,50916,0.96
40411,9885,1.0
40469,92694,0.94
40744,53782,1.0
40880,76725,1.0
41397,4802,1.0
41442,64929,0.89
41477,70356,1.0
41529,5032,1.0
41756,91432,1.0
42298,23418,1.0
42337,6662,1.0
42464,78142,1.0
42465,78142,1.0
42619,64362,0.86
42718,6662,1.0
43667,58228,1.0
44375,55570,1.0
44617,89791,1.0
44624,89791,0.93
44706,9885,1.0
45116,4802,0.92
45248,30077,1.0
45366,44144,0.93
45452,1471,0.88
48010,67962,0.96
48295,45143,1.0
48317,38326,1.0
48341,38326,0.99
48349,67962,1.0
49080,45143,0.85
51609,89569,1.0
51740,63172,1.0
51746,63172,1.0
52241,77690,1.0
53054,75772,0.81
54759,45946,1.0
54836,45946,1.0
54933,5328,0.8
55162,29484,1.0
55229,63036,1.0
55394,46714,1.0
55676,46714,1.0
56507,50131,0.87
56525,45709,0.94
56528,63036,0.95
56621,56609,1.0
56663,56609,1.0
56689,48996,1.0
56897,22453,0.85
57864,22673,0.94
58094,86959,1.0
59352,67861,1.0
59642,70424,1.0
60297,93952,0.8
60496,33686,0.85
60514,60752,0.94
60633,19459,1.0
60874,70424,0.87
60992,34105,1.0
61226,79458,1.0
61655,33686,0.85
61830,87956,0.86
61963,51628,0.83
62335,87956,0.86
62384,83517,0.94
62400,73371,1.0
62401,73371,0.92
62596,93952,0.8
62604,34105,1.0
63356,85080,1.0
63775,14170,0.94
63843,90448,1.0
64120,77729,0.93
64134,77729,0.93
64297,42341,1.0
64458,41978,0.98
65398,70874,0.88
66610,26297,0.81
66744,19919,1.0
67361,4901,0.92
67386,3984,1.0
67938,60586,1.0
68034,447,1.0
68941,83093,1.0
69999,34638,1.0
71043,5282,1.0
71417,2614,0.87
72205,12207,1.0
72866,1003,1.0
73211,26503,0.84
73251,26503,1.0
73358,92736,0.93
73371,38221,0.86
73609,4901,0.92
73610,19569,0.94
74557,11519,1.0
74563,32735,1.0
75118,28350,1.0
75911,64232,0.81
76491,16914,0.81
76492,16914,0.81
77472,91387,1.0
78029,12207,0.84
78231,42567,1.0
78320,9957,0.91
78433,14640,1.0
79190,83067,0.97
79325,22294,1.0
79326,22294,0.87
79520,8054,0.9
79957,26297,0.81
80023,73376,1.0
80471,59936,0.88
80495,28119,1.0
80531,28119,0.88
80565,59936,0.93
81077,51838,0.96
81164,39634,1.0
81257,87191,1.0
81418,39634,1.0
82682,11443,1.0
82889,41423,0.85
82891,41423,0.85
83566,18784,1.0
83724,17928,1.0
83806,33234,1.0
84393,16752,0.91
84487,6828,1.0
85184,12727,0.82
85184,44027,1.0
86175,43259,0.85
86179,43259,1.0
955,76283,0.8
3360,15416,0.93
4617,23251,0.91
8744,63362,0.87
9499,40241,0.88
9883,85601,1.0
11490,8423,1.0
20170,29007,1.0
20913,37615,0.88
25646,67185,0.89
38983,12651,1.0
39273,23448,0.85
39347,50757,1.0
39398,21072,1.0
39670,70112,1.0
40221,53553,0.98
40297,76016,1.0
40352,65916,1.0
40390,68324,1.0
40638,3856,0.8
40642,43999,0.91
40823,43999,0.91
40852,23448,0.85
41366,70112,1.0
41517,81162,0.92
42403,18960,1.0
42460,3856,0.8
42623,18960,1.0
42690,75749,1.0
43348,81162,0.82
43687,35555,1.0
43691,35555,1.0
44497,25081,0.86
44899,30970,0.84
45126,43549,0.8
45165,78360,0.84
45319,15698,0.93
45579,77964,0.8
45863,19388,0.91
46270,35068,0.82
47988,80647,0.95
48488,49111,1.0
48671,76612,1.0
48726,61236,0.91
49161,44444,1.0
49188,77964,0.83
49935,93386,1.0
50461,49111,1.0
50603,2426,1.0
50697,28741,0.89
50755,22249,1.0
50756,22249,1.0
50865,93386,1.0
51039,33926,1.0
51539,77964,0.8
52133,69485,0.87
52150,54927,1.0
56730,83434,0.9
58749,76431,0.81
61607,83434,1.0
62370,76431,0.81
62406,12717,1.0
64367,23692,0.89
66696,12153,0.82
69881,2970,0.94
74608,2970,1.0
77156,68822,0.94
77162,68822,1.0
77239,70992,1.0
78947,58073,1.0
79716,8627,0.83
79870,35488,0.9
38979,48800,0.86
39251,38470,1.0
39962,38686,1.0
40583,23049,0.83
40719,86602,0.8
41814,21976,0.97
41853,11787,0.95
41854,11787,1.0
41927,71718,0.81
42143,83569,0.81
42197,80854,1.0
42677,83569,0.81
43750,55696,1.0
43905,64737,1.0
43918,82793,0.8
43994,80854,0.88
44219,14322,1.0
44311,37918,1.0
44385,94102,1.0
45185,4168,1.0
45675,94102,1.0
47181,41339,1.0
47405,8471,1.0
48765,15964,0.91
49349,15964,0.93
49904,782,0.8
50286,48096,0.81
50442,39106,1.0
51129,23845,1.0
51460,63324,1.0
52679,27434,1.0
52854,48096,0.81
53335,51907,0.8
53335,59302,1.0
53670,69001,1.0
28408,19855,1.0
28543,69574,0.84
28699,19855,1.0
28844,6171,0.84
28845,6171,0.91
29239,39783,1.0
30280,53339,0.94
30645,53339,0.94
34001,69574,0.84
34088,69574,0.84
34569,61762,0.81
34569,69574,0.94
35698,32319,0.8
36005,63476,0.84
54692,1551,1.0
55086,84818,1.0
55088,84818,1.0
55535,64158,1.0
56308,13676,0.83
56870,48222,1.0
57489,1551,0.85
58041,7190,0.86
59229,13676,1.0
59333,41950,0.84
59893,50145,0.82
59893,64027,0.8
59893,77282,0.94
59955,50145,0.82
59955,64027,0.8
59955,77282,0.94
60005,13920,0.83
60005,68280,1.0
60295,75673,0.85
61097,61770,0.88
61976,2029,0.86
62580,42119,0.87
62953,94417,0.8
63893,13920,0.82
63893,68280,0.92
64266,75673,0.92
64592,70382,0.85
64985,32449,0.8
65063,69863,1.0
65150,18191,1.0
65808,15127,1.0
65983,50424,0.89
66079,63018,0.9
66376,63018,1.0
66769,42119,1.0
68591,13878,0.8
69618,11126,0.92
69836,35848,0.95
69905,35848,0.95
70983,54243,0.82
71146,54243,0.8
71429,4990,0.86
71913,25142,1.0
72316,49011,1.0
72318,49011,1.0
72447,79272,1.0
72855,31897,1.0
72913,82934,1.0
73085,24414,1.0
73085,76160,0.89
73180,8754,1.0
74747,31897,1.0
75570,89894,0.81
76585,13878,0.8
76585,69296,1.0
76609,13878,0.8
76937,70735,1.0
77580,52141,1.0
77699,54946,0.86
78895,64024,1.0
78962,13878,0.8
80094,5446,1.0
81306,14516,0.86
81648,75490,1.0
81716,87586,0.82
81837,72706,1.0
82040,19141,0.88
82069,8445,1.0
82287,23773,0.86
82386,35070,0.89
82839,4398,0.82
83310,10790,1.0
83325,53781,0.8
83325,76160,0.92
83382,10826,1.0
84578,4398,0.82
84972,63870,1.0
86186,75067,0.92
86248,14516,1.0
86312,92715,0.93
86358,72784,1.0
86407,1289,1.0
86547,11474,1.0
86548,11474,1.0
28996,43501,0.88
29383,20745,0.92
30141,9846,0.88
30143,72283,0.87
30911,9846,0.8
30912,9846,0.8
33415,69761,0.84
33480,4087,1.0
34712,53507,0.91
34931,53507,1.0
35113,83911,0.91
35484,43599,0.85
36410,10316,1.0
36610,83911,0.91
36667,55955,1.0
36679,46114,0.86
37285,10316,1.0
37484,46114,0.86
38517,34001,1.0
56620,87637,0.93
59057,9006,0.84
60552,33726,1.0
62722,31474,1.0
62934,33726,0.83
66267,51185,0.82
66393,36250,1.0
66455,67693,0.8
66735,49933,1.0
66959,68522,0.86
68281,25857,0.83
68575,68522,0.84
70277,87596,1.0
70301,31290,0.89
71964,25857,0.83
72337,9006,0.87
72684,67693,0.8
75542,31474,0.85
76398,9006,0.87
76855,4082,1.0
77807,56066,1.0
78252,25967,1.0
80431,67216,0.93
81484,21502,0.88
81967,31290,1.0
82150,84499,0.97
82159,84499,1.0
82420,56066,0.9
83165,87298,0.8
83576,21502,0.97
84631,87298,0.8
86036,33350,0.85
86414,10237,1.0
86426,10237,1.0
86504,15302,1.0
58790,61545,1.0
60720,51915,0.87
66604,61545,1.0
66908,73453,1.0
66918,73453,0.9
72990,16169,0.88
75572,78834,1.0
76175,74606,1.0
76660,31706,0.88
77386,85738,1.0
80251,14987,0.84
81813,42455,0.81
83866,36552,0.88
84766,70074,1.0
84797,14987,0.84
85179,72320,1.0
70077,62092,1.0
75040,35553,1.0
78582,40497,0.94
78721,33225,0.88
55381,27111,1.0
55395,80073,0.94
56047,62129,1.0
56094,74907,1.0
57119,85123,0.84
57410,1296,0.95
58369,76028,0.94
58604,16332,1.0
58604,65398,0.83
58614,16332,1.0
58614,65398,0.83
59120,65537,0.91
59127,65537,0.91
59538,88988,0.91
59559,92198,1.0
59770,88988,0.91
59849,34470,0.95
59861,85123,0.84
60908,34470,1.0
60929,36665,1.0
61261,9988,1.0
62204,65398,0.83
62724,68833,0.89
62796,63210,1.0
62797,63210,1.0
62856,10875,0.96
63331,10875,0.96
63429,47149,1.0
63484,92198,1.0
63668,46028,1.0
63911,92996,0.95
63957,92996,0.94
64126,65398,0.83
64223,65398,0.83
64377,46028,1.0
64522,79194,1.0
64643,12698,0.91
65107,60990,0.95
65675,79070,0.95
65788,40872,0.87
66338,72028,1.0
66345,34894,0.82
66688,6177,1.0
66691,6177,1.0
66809,34894,0.92
66874,64369,0.88
67166,23383,1.0
67795,12698,1.0
67852,72028,1.0
68176,43525,1.0
68178,43525,1.0
68306,64369,0.88
69097,11488,0.93
69348,35438,0.84
70326,85407,1.0
70731,11488,1.0
70928,90600,0.86
71139,15396,0.95
73551,27725,1.0
74571,31659,0.95
76939,47612,0.81
77789,18287,1.0
78829,59427,1.0
79287,72387,1.0
79638,64274,0.94
80270,33797,1.0
80385,85407,0.85
80575,72387,1.0
81203,59781,0.9
81494,58174,1.0
82090,47282,1.0
82139,93022,1.0
83394,30135,0.95
83585,47282,0.89
83985,93022,1.0
85896,44281,1.0
86092,44281,0.93
492,54822,1.0
636,33190,1.0
1431,83798,1.0
1767,8532,0.81
1999,84626,1.0
2315,8532,0.81
2536,83798,1.0
3936,75840,0.84
3947,62860,0.94
6343,11994,1.0
6356,11994,1.0
6738,92361,1.0
7066,83429,1.0
7453,40688,1.0
7716,28497,1.0
7717,28497,1.0
8244,21845,0.92
8940,47844,1.0
9223,80407,0.85
9677,92306,1.0
9949,5437,1.0
10843,90248,0.86
11651,72569,1.0
12329,90248,0.86
13038,83846,1.0
13040,83846,1.0
13085,72569,1.0
14043,84576,0.92
14215,11242,1.0
14620,40788,1.0
14973,84576,0.92
15883,69149,0.82
18926,43103,1.0
19231,63532,0.91
19390,34690,0.97
19871,7039,1.0
19877,38956,1.0
20052,3686,1.0
20286,32795,0.94
20328,32795,0.92
20359,4038,1.0
20965,48454,0.91
21135,24869,1.0
21523,78259,1.0
21764,3686,0.94
22460,63532,0.84
23761,84816,1.0
23989,52348,1.0
24057,40366,1.0
24544,31717,1.0
24741,65196,1.0
25384,70728,1.0
26490,69149,0.82
27297,68215,0.96
27946,48745,0.94
28131,75370,1.0
98180,72169,0.94
214,14304,0.96
494,4270,1.0
1423,51023,0.91
1779,2583,1.0
1898,92090,1.0
2223,44492,0.93
2317,92090,0.93
2437,41392,0.94
2596,5253,1.0
2596,7203,0.8
2736,92048,0.91
3011,34634,1.0
3661,42995,0.91
3717,5253,0.84
3824,54449,1.0
3911,7203,0.8
3912,7203,0.8
3957,34713,1.0
4565,4510,0.93
4810,4270,1.0
5514,46171,1.0
5604,46171,1.0
6609,89650,1.0
7358,25217,1.0
7611,88310,0.84
7658,36539,1.0
7757,54532,0.8
7800,86066,0.88
7801,86066,0.85
7813,38123,0.85
8128,43478,1.0
8133,43478,0.84
8421,54184,1.0
9346,50642,1.0
9640,87399,0.88
9936,19923,1.0
10073,89650,0.98
10293,85218,0.93
10444,85218,1.0
10456,36251,0.84
10592,60228,0.88
10870,57487,1.0
10871,57487,1.0
11168,69032,1.0
11725,69032,0.94
12154,53213,0.89
12165,53213,1.0
12449,43841,1.0
12990,31413,1.0
13793,83659,0.88
13930,78085,1.0
15945,90797,0.9
16829,90797,1.0
16984,60647,1.0
17042,73639,0.91
17386,35854,1.0
17387,35854,1.0
17406,15365,1.0
17452,73639,1.0
17870,42498,0.88
20745,66974,0.94
20896,43841,1.0
23701,7203,0.8
24472,60406,1.0
25016,58393,0.8
25072,72522,1.0
26119,58393,0.8
27001,36503,1.0
27148,35002,1.0
28028,18331,0.8
40984,72271,1.0
41020,93947,1.0
41194,55732,0.93
41457,72271,1.0
41846,49667,0.89
42767,7591,0.89
42767,33315,1.0
42845,49667,1.0
43168,10426,1.0
43873,18095,0.85
45194,17415,1.0
45215,17415,1.0
47673,66783,1.0
48656,66783,1.0
50104,37491,1.0
51171,37491,1.0
31762,2275,1.0
33258,9261,1.0
38566,82876,0.84
97,83571,1.0
880,83571,0.87
1651,5892,1.0
4016,60763,1.0
4999,73346,0.93
6476,85503,1.0
6909,51780,1.0
7444,47143,1.0
8718,85503,1.0
9243,93260,1.0
9270,23419,0.99
12347,6115,0.85
13117,74087,1.0
13118,74087,0.9
13570,8565,0.94
14347,28503,0.92
16323,11201,1.0
16332,11201,0.94
16837,66245,0.86
18995,63414,0.97
19504,13968,0.83
20314,3359,0.8
24481,44056,0.91
24482,44056,0.83
25849,51780,1.0
28304,78612,0.82
39335,25272,1.0
39357,16464,0.88
42002,10483,1.0
42020,2654,1.0
42516,10628,1.0
42574,16874,0.8
42821,10628,1.0
42991,60397,0.81
42992,60397,0.81
43013,26551,0.85
44178,10483,0.89
45109,4447,0.8
45657,55022,1.0
46711,55022,1.0
47876,19759,1.0
48500,59969,0.9
48516,59969,0.9
49386,46757,0.89
49437,82226,1.0
49536,39439,1.0
50011,84443,1.0
50204,39439,1.0
50363,90934,1.0
50605,21835,0.8
51255,23095,1.0
51985,21835,0.8
53713,41398,1.0
86981,83445,1.0
86982,83445,0.88
86996,65304,1.0
87011,20545,1.0
87024,1957,1.0
87063,29108,0.88
87079,76590,0.8
87181,73694,1.0
87182,73694,1.0
87218,53041,1.0
87234,67595,1.0
87235,67595,0.89
87268,49879,1.0
87269,49879,0.95
87297,11916,1.0
87505,59999,0.8
87517,27848,0.87
87532,42976,1.0
87678,47016,1.0
87696,25822,1.0
87797,8010,1.0
87935,84895,0.92
87997,55702,0.97
87998,55702,1.0
88052,40234,0.86
88057,21114,1.0
88173,7971,1.0
88266,62854,0.81
88267,62854,0.81
88291,20545,1.0
88310,70224,1.0
88325,76690,0.92
88326,76690,1.0
88460,21372,1.0
88521,71405,1.0
88524,13695,1.0
88534,53041,1.0
88639,75594,0.87
88657,23907,1.0
88686,30412,0.92
88688,30412,0.92
88713,27935,0.96
88727,47016,1.0
88733,21372,1.0
88800,1957,1.0
88839,3612,1.0
88847,20348,1.0
88925,75594,0.87
88972,66246,1.0
89024,77495,1.0
89197,77021,0.92
89315,18453,1.0
89340,65624,0.87
89392,3612,1.0
89402,73805,0.81
89403,6328,0.92
89445,21114,1.0
89478,86550,0.88
89510,7839,1.0
89695,76096,0.85
89712,22110,0.88
89791,44122,1.0
89814,44122,1.0
89881,65626,0.93
89896,59999,1.0
89953,13695,0.87
89983,70623,1.0
90234,77021,1.0
90341,39564,0.9
90403,86550,1.0
90436,66246,1.0
90818,18453,1.0
90843,5480,0.88
90843,46372,0.81
90843,57574,0.88
90843,63986,0.88
90890,65972,0.88
90934,8322,1.0
91121,3684,1.0
91195,68743,1.0
91240,1467,0.92
91273,79815,0.93
91280,5480,0.8
91280,46372,0.8
91280,49547,0.8
91280,57574,0.8
91280,63986,0.8
91320,24525,0.92
91377,19651,0.84
91380,1467,0.92
91394,57773,0.8
91435,44789,0.9
91516,50527,0.8
91907,9942,1.0
92144,41233,0.9
92173,59056,1.0
92174,59056,0.82
92240,5773,1.0
92589,65972,0.92
92597,65059,0.8
92787,44933,1.0
93246,8322,1.0
93491,71368,1.0
94261,23907,0.88
94530,71093,1.0
94544,23732,1.0
94589,71093,0.86
94640,56239,1.0
94718,24525,0.82
94759,39750,0.87
94861,45462,1.0
94877,5773,1.0
95314,4938,0.91
95428,42162,0.92
95517,3115,0.85
95535,34830,1.0
95596,62018,0.84
95717,68883,1.0
96224,9369,1.0
96437,36312,0.97
96478,66040,1.0
97270,20635,0.95
97397,63978,0.8
97543,64183,1.0
97658,78083,1.0
97779,40967,0.9
97808,69039,0.83
97825,85318,0.83
97826,85318,0.83
98492,22573,0.8
61766,2993,0.81
65800,2993,0.81
67825,46442,0.83
77926,45595,0.8
81887,37801,1.0
83023,72010,1.0
84347,45404,1.0
41718,28938,1.0
44630,38537,1.0
44842,64129,1.0
45235,80783,0.82
45238,80783,0.82
45302,61227,0.82
47451,38076,1.0
47479,43530,0.84
49132,20609,1.0
49860,13124,1.0
50278,38076,1.0
50588,8629,0.87
50968,66187,0.92
50991,20609,0.93
52468,8129,0.83
54572,62088,0.8
54572,79338,0.8
54588,26668,0.82
54639,62088,1.0
54639,79338,0.8
55133,62088,0.87
55591,10578,0.88
55602,10578,0.88
55701,17766,0.88
55865,21975,1.0
55931,64464,0.8
55933,64464,0.8
56119,78218,1.0
56294,24255,0.94
56996,32827,1.0
57710,85529,0.8
58292,21975,0.8
58352,28727,1.0
58488,33308,1.0
60160,40071,1.0
60672,50232,0.84
60903,75507,0.8
60905,75507,0.8
61079,32221,0.88
61336,50232,0.86
61376,47756,0.92
61377,47756,0.87
65136,82729,0.89
66074,52970,0.83
67753,50181,0.89
68165,62088,0.8
68165,79338,0.8
69163,74490,1.0
69164,74490,0.92
69401,85529,0.8
69643,91684,0.87
69775,20223,0.87
72397,20223,0.87
73678,91684,1.0
73829,55270,1.0
74596,87042,0.85
79069,19197,0.8
79149,10496,1.0
80476,48949,1.0
81337,53261,0.88
84197,74563,1.0
84720,40492,1.0
85938,75489,1.0
39394,5577,1.0
39515,15634,1.0
40158,8792,0.83
40291,13120,0.83
40554,77870,1.0
40680,24131,1.0
41961,5577,0.94
42500,13757,1.0
43366,94113,1.0
43367,94113,1.0
43939,6023,1.0
44809,9722,1.0
45750,50896,1.0
45971,12680,1.0
46127,45356,1.0
46128,45356,1.0
46666,60974,1.0
48422,82980,1.0
48748,64409,1.0
49158,92287,0.84
50478,10344,1.0
51120,54358,0.86
51133,662,1.0
51271,23358,0.96
51613,662,1.0
51681,46392,1.0
52933,10344,0.94
52949,62274,1.0
53098,88829,1.0
53177,62274,0.96
53858,50942,1.0
28542,4116,0.94
28843,54152,0.82
29076,4062,1.0
29351,2808,1.0
29797,64312,1.0
29891,2808,0.91
29989,50323,0.92
29990,50323,0.92
29997,69261,0.88
30166,58823,1.0
30167,58823,1.0
30386,60799,1.0
30619,50893,1.0
30797,72371,1.0
30864,63464,1.0
31276,87455,0.82
31294,72371,0.82
31322,64312,1.0
31393,50893,1.0
31889,88356,1.0
32530,88356,1.0
32592,37985,1.0
32594,89575,1.0
32713,4392,1.0
32969,4392,1.0
33026,14552,1.0
33788,45944,1.0
34401,82297,0.88
34536,45944,1.0
34689,12539,0.9
34977,54152,0.82
35008,41802,1.0
35581,14162,0.96
35636,89845,1.0
35706,14162,0.92
36101,7917,0.83
36664,89845,1.0
37026,26069,1.0
37703,59189,1.0
38255,29922,1.0
38561,77904,1.0
321,22466,1.0
435,50340,0.85
611,69845,1.0
612,69845,1.0
785,24091,0.88
992,9952,0.89
1228,27682,1.0
1410,18388,1.0
1410,41237,0.9
1758,38253,1.0
1760,38253,1.0
1762,30666,0.81
2225,57018,1.0
3072,83162,1.0
3073,83162,0.92
3686,91873,0.94
3875,8797,0.81
4389,54711,0.81
4482,55381,1.0
4519,79999,0.84
4780,27019,0.87
4904,17153,0.87
5547,67882,1.0
5950,47698,1.0
6628,63287,0.86
6990,9987,0.86
7005,55381,1.0
7315,8263,1.0
7458,80959,1.0
7600,64278,1.0
7704,75497,0.92
8403,45915,0.8
8403,58304,1.0
9004,67882,1.0
9871,33125,1.0
10115,37443,1.0
10121,37763,0.86
10772,8263,1.0
10779,69340,1.0
11097,6475,1.0
11423,82043,1.0
11429,30966,1.0
12485,42072,1.0
12741,4402,0.8
13571,80959,1.0
13572,68964,1.0
14377,52468,0.89
14383,52468,1.0
14433,25988,0.86
15820,63287,0.86
17023,63287,0.86
17210,31833,1.0
17661,26775,1.0
17686,17153,0.84
17703,6475,1.0
17883,13696,0.8
18179,22349,1.0
18373,31833,0.86
18386,61282,1.0
19493,86612,1.0
19557,37874,1.0
19819,73537,0.83
19943,63287,0.9
20118,66890,1.0
20195,12127,1.0
20616,37874,0.94
21000,66476,0.91
21024,66476,0.94
21122,13696,0.8
21373,22349,0.82
22663,61195,0.94
23339,44383,0.87
24226,18248,1.0
24234,18248,0.87
24412,52115,1.0
25769,90380,1.0
25781,26774,0.9
25902,27157,1.0
27884,61499,0.8
28290,84280,1.0
54573,62113,1.0
54576,21969,1.0
55128,69803,1.0
55981,19727,1.0
56113,787,0.83
56612,68361,1.0
56700,30474,1.0
57395,6355,1.0
57400,6355,1.0
57564,21969,0.83
57792,26032,1.0
58221,15139,0.91
58301,74713,1.0
58392,74713,1.0
58521,39334,1.0
59219,19727,0.87
59422,24194,0.91
59448,24194,0.91
59575,79369,1.0
60214,787,0.9
